ticker,date,close,volume
TWOU,23/5/2016,27.57,327611
TWOU,24/5/2016,27.85,336953
TWOU,25/5/2016,27.17,668365
TWOU,26/5/2016,27.46,353515
TWOU,27/5/2016,27.85,397738
TWOU,31/5/2016,27.84,491526
TWOU,1/6/2016,27.97,367348
TWOU,2/6/2016,28.43,548960
TWOU,3/6/2016,28.63,469172
TWOU,6/6/2016,29.14,511071
TWOU,7/6/2016,29.22,435177
TWOU,8/6/2016,29.26,556174
TWOU,9/6/2016,29.63,453411
TWOU,10/6/2016,28.94,385342
TWOU,13/6/2016,28.6,368513
TWOU,14/6/2016,28.45,370505
TWOU,15/6/2016,28.41,231805
TWOU,16/6/2016,28.59,259904
TWOU,17/6/2016,28.38,565514
TWOU,20/6/2016,29.26,407357
TWOU,21/6/2016,29.22,271680
TWOU,22/6/2016,29.01,287250
TWOU,23/6/2016,29.4,284482
TWOU,24/6/2016,28.69,1843867
TWOU,27/6/2016,27.61,441791
TWOU,28/6/2016,28.53,508332
TWOU,29/6/2016,29.61,290568
TWOU,30/6/2016,29.41,404841
TWOU,1/7/2016,29.53,477064
TWOU,5/7/2016,29.0,279556
TWOU,6/7/2016,29.72,314518
TWOU,7/7/2016,32.11,847067
TWOU,8/7/2016,32.55,651208
TWOU,11/7/2016,32.75,531308
TWOU,12/7/2016,32.34,472518
TWOU,13/7/2016,32.42,330692
TWOU,14/7/2016,32.7,359628
TWOU,15/7/2016,32.85,454343
TWOU,18/7/2016,33.27,300426
TWOU,19/7/2016,33.49,727435
TWOU,20/7/2016,33.79,458719
TWOU,21/7/2016,33.71,388642
TWOU,22/7/2016,34.51,367136
TWOU,25/7/2016,34.89,316881
TWOU,26/7/2016,35.42,371554
TWOU,27/7/2016,35.25,528807
TWOU,28/7/2016,34.85,394274
TWOU,29/7/2016,34.98,299672
TWOU,1/8/2016,34.92,436876
TWOU,2/8/2016,34.6,330377
TWOU,3/8/2016,34.9,434086
TWOU,4/8/2016,35.01,509760
TWOU,5/8/2016,35.26,827568
TWOU,8/8/2016,35.84,595079
TWOU,9/8/2016,35.15,874097
TWOU,10/8/2016,35.01,215921
TWOU,11/8/2016,34.85,245278
TWOU,12/8/2016,34.85,268182
TWOU,15/8/2016,35.14,331412
TWOU,16/8/2016,34.9,406218
TWOU,17/8/2016,34.81,265225
TWOU,18/8/2016,35.13,217159
TWOU,19/8/2016,35.19,443862
TWOU,22/8/2016,35.67,429476
TWOU,23/8/2016,35.97,375983
TWOU,24/8/2016,35.6,263621
TWOU,25/8/2016,35.9,182539
TWOU,26/8/2016,35.93,343917
TWOU,29/8/2016,35.35,263361
TWOU,30/8/2016,35.45,252820
TWOU,31/8/2016,35.34,194791
TWOU,1/9/2016,35.75,329402
TWOU,2/9/2016,35.79,311500
TWOU,6/9/2016,35.92,708732
TWOU,7/9/2016,35.52,670489
TWOU,8/9/2016,36.08,373493
TWOU,9/9/2016,34.13,429099
TWOU,12/9/2016,34.7,291879
TWOU,13/9/2016,33.55,316592
TWOU,14/9/2016,32.98,339054
TWOU,15/9/2016,34.66,553274
TWOU,16/9/2016,35.0,1472884
TWOU,19/9/2016,35.29,296300
TWOU,20/9/2016,35.47,252670
TWOU,21/9/2016,35.77,331404
TWOU,22/9/2016,37.61,530402
TWOU,23/9/2016,37.4,266946
TWOU,26/9/2016,37.04,226443
TWOU,27/9/2016,37.92,309592
TWOU,28/9/2016,38.78,527681
TWOU,29/9/2016,38.27,336544
TWOU,30/9/2016,38.29,384376
TWOU,3/10/2016,37.49,425959
TWOU,4/10/2016,36.48,1663772
TWOU,5/10/2016,36.28,320554
TWOU,6/10/2016,36.19,265143
TWOU,7/10/2016,35.78,272581
TWOU,10/10/2016,36.37,349849
TWOU,11/10/2016,35.47,204866
TWOU,12/10/2016,35.71,232645
TWOU,13/10/2016,35.52,324050
TWOU,14/10/2016,35.915,221267
TWOU,17/10/2016,35.12,248433
TWOU,18/10/2016,35.47,211276
TWOU,19/10/2016,35.6,139762
TWOU,20/10/2016,35.73,294313
TWOU,21/10/2016,36.25,205505
TWOU,24/10/2016,36.69,174592
TWOU,25/10/2016,36.25,205421
TWOU,26/10/2016,35.74,270792
TWOU,27/10/2016,35.12,327893
TWOU,28/10/2016,35.03,310850
TWOU,31/10/2016,34.86,433380
TWOU,1/11/2016,33.67,451374
TWOU,2/11/2016,32.62,736618
TWOU,3/11/2016,31.7,435053
TWOU,4/11/2016,33.41,931626
TWOU,7/11/2016,32.85,355279
TWOU,8/11/2016,31.99,387626
TWOU,9/11/2016,31.99,364734
TWOU,10/11/2016,32.58,429388
TWOU,11/11/2016,34.52,605230
TWOU,14/11/2016,34.63,358411
TWOU,15/11/2016,34.73,396800
TWOU,16/11/2016,34.92,243158
TWOU,17/11/2016,35.9,394197
TWOU,18/11/2016,36.13,220534
TWOU,21/11/2016,36.42,273544
TWOU,22/11/2016,35.99,577785
TWOU,23/11/2016,35.75,322288
TWOU,25/11/2016,35.37,178842
TWOU,28/11/2016,35.55,376010
TWOU,29/11/2016,35.35,578125
TWOU,30/11/2016,33.06,608831
TWOU,1/12/2016,31.87,890010
TWOU,2/12/2016,31.16,759697
TWOU,5/12/2016,32.15,558040
TWOU,6/12/2016,33.06,442135
TWOU,7/12/2016,32.52,409935
TWOU,8/12/2016,32.9,814203
TWOU,9/12/2016,32.68,386507
TWOU,12/12/2016,32.09,315367
TWOU,13/12/2016,32.4,273446
TWOU,14/12/2016,31.99,374703
TWOU,15/12/2016,31.99,379178
TWOU,16/12/2016,32.03,706926
TWOU,19/12/2016,32.67,395137
TWOU,20/12/2016,33.05,1035682
TWOU,21/12/2016,32.1,450595
TWOU,22/12/2016,30.74,870273
TWOU,23/12/2016,30.81,368660
TWOU,27/12/2016,30.55,305394
TWOU,28/12/2016,30.34,247528
TWOU,29/12/2016,29.77,485036
TWOU,30/12/2016,30.15,305571
TWOU,3/1/2017,29.62,443572
TWOU,4/1/2017,30.05,464874
TWOU,5/1/2017,30.6,311313
TWOU,6/1/2017,32.18,532860
TWOU,9/1/2017,33.47,1778184
TWOU,10/1/2017,34.45,519077
TWOU,11/1/2017,34.6,296952
TWOU,12/1/2017,33.99,370909
TWOU,13/1/2017,34.84,187824
TWOU,17/1/2017,33.84,208221
TWOU,18/1/2017,33.77,246528
TWOU,19/1/2017,33.64,296097
TWOU,20/1/2017,33.89,287875
TWOU,23/1/2017,33.64,256557
TWOU,24/1/2017,34.4,306472
TWOU,25/1/2017,35.02,260437
TWOU,26/1/2017,35.07,442325
TWOU,27/1/2017,35.03,222559
TWOU,30/1/2017,34.24,218374
TWOU,31/1/2017,34.04,198844
TWOU,1/2/2017,33.73,351585
TWOU,2/2/2017,33.43,246542
TWOU,3/2/2017,34.19,257796
TWOU,6/2/2017,33.25,208888
TWOU,7/2/2017,33.03,200462
TWOU,8/2/2017,33.29,287041
TWOU,9/2/2017,34.01,257738
TWOU,10/2/2017,35.3,224515
TWOU,13/2/2017,35.06,233126
TWOU,14/2/2017,35.78,309226
TWOU,15/2/2017,35.92,182997
TWOU,16/2/2017,35.47,230280
TWOU,17/2/2017,35.93,315744
TWOU,21/2/2017,36.4,230457
TWOU,22/2/2017,36.66,246964
TWOU,23/2/2017,36.55,377769
TWOU,24/2/2017,36.52,793448
TWOU,27/2/2017,36.43,544982
TWOU,28/2/2017,36.55,732243
TWOU,1/3/2017,37.4,424631
TWOU,2/3/2017,37.87,701233
TWOU,3/3/2017,37.65,226973
TWOU,6/3/2017,37.9,236461
TWOU,7/3/2017,37.67,283115
TWOU,8/3/2017,37.51,229727
TWOU,9/3/2017,37.94,327038
TWOU,10/3/2017,38.5,234046
TWOU,13/3/2017,38.36,403680
TWOU,14/3/2017,38.33,187582
TWOU,15/3/2017,38.41,214771
TWOU,16/3/2017,38.53,178546
TWOU,17/3/2017,38.06,486290
TWOU,20/3/2017,37.94,360475
TWOU,21/3/2017,36.77,288945
TWOU,22/3/2017,36.75,260069
TWOU,23/3/2017,37.02,285629
TWOU,24/3/2017,37.66,288975
TWOU,27/3/2017,37.39,326872
TWOU,28/3/2017,37.26,568704
TWOU,29/3/2017,38.37,537371
TWOU,30/3/2017,38.71,409367
TWOU,31/3/2017,39.66,1049224
TWOU,3/4/2017,40.11,1011644
TWOU,4/4/2017,39.69,683429
TWOU,5/4/2017,40.17,984008
TWOU,6/4/2017,40.81,428197
TWOU,7/4/2017,41.54,621248
TWOU,10/4/2017,41.35,465074
TWOU,11/4/2017,42.03,403125
TWOU,12/4/2017,42.26,1000204
TWOU,13/4/2017,41.74,262655
TWOU,17/4/2017,41.72,295283
TWOU,18/4/2017,41.82,345563
TWOU,19/4/2017,43.22,425583
TWOU,20/4/2017,43.65,609995
TWOU,21/4/2017,43.3,405178
TWOU,24/4/2017,43.55,284886
TWOU,25/4/2017,43.64,541339
TWOU,26/4/2017,44.63,619650
TWOU,27/4/2017,45.1,498564
TWOU,28/4/2017,45.4,270452
TWOU,1/5/2017,46.13,297872
TWOU,2/5/2017,44.12,885201
TWOU,3/5/2017,43.7,598682
TWOU,4/5/2017,44.38,393413
TWOU,5/5/2017,42.88,1030791
TWOU,8/5/2017,42.04,373052
TWOU,9/5/2017,41.56,784919
TWOU,10/5/2017,41.59,483461
TWOU,11/5/2017,41.89,574092
TWOU,12/5/2017,41.81,256512
TWOU,15/5/2017,41.61,316600
TWOU,16/5/2017,42.67,626621
TWOU,17/5/2017,40.66,612487
TWOU,18/5/2017,42.0,596386
TWOU,19/5/2017,41.99,294119
TWOU,22/5/2017,42.99,341661
TWOU,23/5/2017,42.53,298562
TWOU,24/5/2017,43.14,288602
TWOU,25/5/2017,43.39,198937
TWOU,26/5/2017,43.57,213780
TWOU,30/5/2017,42.47,265794
TWOU,31/5/2017,42.75,420550
TWOU,1/6/2017,43.94,486750
TWOU,2/6/2017,45.0,243203
TWOU,5/6/2017,44.82,236993
TWOU,6/6/2017,44.68,253268
TWOU,7/6/2017,43.96,337268
TWOU,8/6/2017,44.86,228138
TWOU,9/6/2017,44.2,619929
TWOU,12/6/2017,42.34,573586
TWOU,13/6/2017,43.32,428758
TWOU,14/6/2017,44.71,455260
TWOU,15/6/2017,44.8,282500
TWOU,16/6/2017,44.47,600781
TWOU,19/6/2017,45.21,384808
TWOU,20/6/2017,45.3,190268
TWOU,21/6/2017,46.35,330657
TWOU,22/6/2017,47.21,327594
TWOU,23/6/2017,48.2,1139519
TWOU,26/6/2017,47.87,407865
TWOU,27/6/2017,47.15,308572
TWOU,28/6/2017,47.42,257691
TWOU,29/6/2017,46.33,264434
TWOU,30/6/2017,46.92,344943
TWOU,3/7/2017,46.76,116828
TWOU,5/7/2017,46.56,212588
TWOU,6/7/2017,44.94,245447
TWOU,7/7/2017,46.24,283300
TWOU,10/7/2017,45.77,144699
TWOU,11/7/2017,46.51,233035
TWOU,12/7/2017,47.24,189266
TWOU,13/7/2017,47.02,209096
TWOU,14/7/2017,47.36,422776
TWOU,17/7/2017,47.59,133779
TWOU,18/7/2017,48.84,473565
TWOU,19/7/2017,49.73,288942
TWOU,20/7/2017,50.0,307751
TWOU,21/7/2017,50.05,249068
TWOU,24/7/2017,50.35,190094
TWOU,25/7/2017,50.26,331125
TWOU,26/7/2017,51.31,182789
TWOU,27/7/2017,51.27,512334
TWOU,28/7/2017,51.04,585866
TWOU,31/7/2017,51.75,244377
TWOU,1/8/2017,52.17,410408
TWOU,2/8/2017,49.84,634263
TWOU,3/8/2017,50.33,360850
TWOU,4/8/2017,49.54,362789
TWOU,7/8/2017,50.92,646201
TWOU,8/8/2017,49.99,1451232
TWOU,9/8/2017,47.58,872470
TWOU,10/8/2017,45.97,720006
TWOU,11/8/2017,46.09,766239
TWOU,14/8/2017,48.22,374649
TWOU,15/8/2017,47.77,226313
TWOU,16/8/2017,48.16,166941
TWOU,17/8/2017,47.94,237378
TWOU,18/8/2017,48.29,322032
TWOU,21/8/2017,48.44,189562
TWOU,22/8/2017,49.48,209481
TWOU,23/8/2017,49.16,174363
TWOU,24/8/2017,49.33,168378
TWOU,25/8/2017,48.25,190298
TWOU,28/8/2017,48.35,202106
TWOU,29/8/2017,49.22,187869
TWOU,30/8/2017,50.0,414118
TWOU,31/8/2017,50.1,281451
TWOU,1/9/2017,49.92,387341
TWOU,5/9/2017,50.62,284241
TWOU,6/9/2017,49.43,857069
TWOU,7/9/2017,54.01,3260013
TWOU,8/9/2017,53.78,660052
TWOU,11/9/2017,53.55,679057
TWOU,12/9/2017,52.96,306752
TWOU,13/9/2017,52.8,360724
TWOU,14/9/2017,52.91,229154
TWOU,15/9/2017,53.43,789496
TWOU,18/9/2017,53.97,453634
TWOU,19/9/2017,54.24,340723
TWOU,20/9/2017,54.65,468694
TWOU,21/9/2017,54.31,232132
TWOU,22/9/2017,54.93,514438
TWOU,25/9/2017,52.92,445519
TWOU,26/9/2017,52.55,358192
TWOU,27/9/2017,53.72,407800
TWOU,28/9/2017,54.63,267314
TWOU,29/9/2017,56.04,366124
TWOU,2/10/2017,56.75,664170
TWOU,3/10/2017,57.35,392379
TWOU,4/10/2017,58.2,374207
TWOU,5/10/2017,59.16,363165
TWOU,6/10/2017,58.92,473345
TWOU,9/10/2017,57.99,360860
TWOU,10/10/2017,58.67,315939
TWOU,11/10/2017,60.03,510714
TWOU,12/10/2017,60.7,408512
TWOU,13/10/2017,59.82,266171
TWOU,16/10/2017,59.32,306345
TWOU,17/10/2017,59.73,203041
TWOU,18/10/2017,60.36,564976
TWOU,19/10/2017,60.49,274870
TWOU,20/10/2017,61.85,331539
TWOU,23/10/2017,61.37,274870
TWOU,24/10/2017,62.54,373705
TWOU,25/10/2017,61.96,297415
TWOU,26/10/2017,62.76,179277
TWOU,27/10/2017,62.75,647229
TWOU,30/10/2017,62.16,371045
TWOU,31/10/2017,63.63,372198
TWOU,1/11/2017,61.78,322077
TWOU,2/11/2017,63.26,244220
TWOU,3/11/2017,63.89,265634
TWOU,6/11/2017,63.96,437646
TWOU,7/11/2017,62.51,380440
TWOU,8/11/2017,63.65,1172187
TWOU,9/11/2017,63.45,437574
TWOU,10/11/2017,63.53,231534
TWOU,13/11/2017,63.72,235269
TWOU,14/11/2017,64.38,198491
TWOU,15/11/2017,63.2,346818
TWOU,16/11/2017,64.08,473024
TWOU,17/11/2017,63.67,150862
TWOU,20/11/2017,65.08,435059
TWOU,21/11/2017,66.99,354580
TWOU,22/11/2017,66.76,298171
TWOU,24/11/2017,68.91,168541
TWOU,27/11/2017,67.29,330024
TWOU,28/11/2017,67.45,351076
TWOU,29/11/2017,63.98,528158
TWOU,30/11/2017,64.1,462350
TWOU,1/12/2017,64.6,519037
TWOU,4/12/2017,58.58,896519
TWOU,5/12/2017,58.75,917661
TWOU,6/12/2017,58.4,715743
TWOU,7/12/2017,61.45,1005194
TWOU,8/12/2017,60.29,525096
TWOU,11/12/2017,61.8,341875
TWOU,12/12/2017,62.55,375582
TWOU,13/12/2017,64.23,496005
TWOU,14/12/2017,63.84,294732
TWOU,15/12/2017,65.51,1183675
TWOU,18/12/2017,67.21,376783
TWOU,19/12/2017,66.75,306428
TWOU,20/12/2017,64.36,250577
TWOU,21/12/2017,63.55,378396
TWOU,22/12/2017,63.04,258927
TWOU,26/12/2017,63.4,175319
TWOU,27/12/2017,63.72,163784
TWOU,28/12/2017,64.48,180946
TWOU,29/12/2017,64.51,248391
TWOU,2/1/2018,63.13,460590
TWOU,3/1/2018,63.21,320789
TWOU,4/1/2018,64.17,216522
TWOU,5/1/2018,63.7,247169
TWOU,8/1/2018,63.36,373278
TWOU,9/1/2018,64.9,275352
TWOU,10/1/2018,65.42,235715
TWOU,11/1/2018,67.7,378548
TWOU,12/1/2018,69.32,390990
TWOU,16/1/2018,69.0,552240
TWOU,17/1/2018,69.47,429001
TWOU,18/1/2018,70.89,280876
TWOU,19/1/2018,72.38,433456
TWOU,22/1/2018,73.95,350559
TWOU,23/1/2018,73.76,338248
TWOU,24/1/2018,72.84,273808
TWOU,25/1/2018,73.54,303222
TWOU,26/1/2018,75.5,394058
TWOU,29/1/2018,73.82,226240
TWOU,30/1/2018,75.13,281380
TWOU,31/1/2018,74.27,267178
TWOU,1/2/2018,73.53,323651
TWOU,2/2/2018,72.5,266314
TWOU,5/2/2018,69.1,522583
TWOU,6/2/2018,69.43,517025
TWOU,7/2/2018,69.76,342789
TWOU,8/2/2018,68.06,279431
TWOU,9/2/2018,69.14,347238
TWOU,12/2/2018,70.42,224351
TWOU,13/2/2018,72.66,202743
TWOU,14/2/2018,73.74,423640
TWOU,15/2/2018,75.99,462684
TWOU,16/2/2018,75.94,267759
TWOU,20/2/2018,76.14,367990
TWOU,21/2/2018,77.42,719896
TWOU,22/2/2018,78.04,262879
TWOU,23/2/2018,79.1,289111
TWOU,26/2/2018,80.1,414324
TWOU,27/2/2018,83.53,1271992
TWOU,28/2/2018,82.78,564024
TWOU,1/3/2018,84.74,497448
TWOU,2/3/2018,85.89,580903
TWOU,5/3/2018,85.8,358036
TWOU,6/3/2018,86.8,587365
TWOU,7/3/2018,88.96,552387
TWOU,8/3/2018,89.6,433828
TWOU,9/3/2018,87.85,557741
TWOU,12/3/2018,87.95,738397
TWOU,13/3/2018,84.72,854015
TWOU,14/3/2018,87.72,758235
TWOU,15/3/2018,87.51,420002
TWOU,16/3/2018,89.56,713964
TWOU,19/3/2018,87.8,394306
TWOU,20/3/2018,88.77,379735
TWOU,21/3/2018,89.11,295766
TWOU,22/3/2018,86.65,363790
TWOU,23/3/2018,85.23,318276
TWOU,26/3/2018,89.47,424582
TWOU,27/3/2018,84.85,537569
TWOU,28/3/2018,80.48,912486
TWOU,29/3/2018,84.03,935392
TWOU,2/4/2018,83.78,480652
TWOU,3/4/2018,80.06,1084063
TWOU,4/4/2018,81.76,654945
TWOU,5/4/2018,82.41,693689
TWOU,6/4/2018,82.25,616602
TWOU,9/4/2018,83.17,416809
TWOU,10/4/2018,83.53,282775
TWOU,11/4/2018,83.82,261003
TWOU,12/4/2018,84.38,382789
TWOU,13/4/2018,83.28,549422
TWOU,16/4/2018,82.68,656160
TWOU,17/4/2018,86.93,572841
TWOU,18/4/2018,87.29,299989
TWOU,19/4/2018,85.51,379696
TWOU,20/4/2018,84.22,351345
TWOU,23/4/2018,81.48,621858
TWOU,24/4/2018,80.24,532408
TWOU,25/4/2018,78.77,342534
TWOU,26/4/2018,79.61,898832
TWOU,27/4/2018,80.33,664997
TWOU,30/4/2018,80.49,638909
TWOU,1/5/2018,81.01,391171
TWOU,2/5/2018,82.54,475689
TWOU,3/5/2018,82.09,846764
TWOU,4/5/2018,87.45,883205
TWOU,7/5/2018,88.31,733733
TWOU,8/5/2018,90.88,396209
TWOU,9/5/2018,92.68,466570
TWOU,10/5/2018,96.5,642704
TWOU,11/5/2018,98.08,635522
TWOU,14/5/2018,92.76,742990
TWOU,15/5/2018,93.42,461073
TWOU,16/5/2018,93.18,389189
TWOU,17/5/2018,94.29,388653
TWOU,18/5/2018,95.68,356992
TWOU,21/5/2018,95.53,270025
TWOU,22/5/2018,91.64,806789
TWOU,23/5/2018,89.25,3068760
TWOU,24/5/2018,88.8,612784
TWOU,25/5/2018,91.32,1099587
TWOU,29/5/2018,92.44,631560
TWOU,30/5/2018,93.06,781943
TWOU,31/5/2018,94.8,512816
TWOU,1/6/2018,96.3,620640
TWOU,4/6/2018,95.03,470843
TWOU,5/6/2018,93.31,515809
TWOU,6/6/2018,94.2,555758
TWOU,7/6/2018,93.01,420938
TWOU,8/6/2018,92.72,381802
TWOU,11/6/2018,92.32,364202
TWOU,12/6/2018,95.38,618371
TWOU,13/6/2018,96.29,511059
TWOU,14/6/2018,96.58,507964
TWOU,15/6/2018,96.31,767239
TWOU,18/6/2018,96.33,509738
TWOU,19/6/2018,94.31,563835
TWOU,20/6/2018,94.48,608268
TWOU,21/6/2018,90.05,687850
TWOU,22/6/2018,87.6,5956499
TWOU,25/6/2018,83.22,1050992
TWOU,26/6/2018,84.46,663155
TWOU,27/6/2018,82.38,816745
TWOU,28/6/2018,84.4,671722
TWOU,29/6/2018,83.56,427071
TWOU,2/7/2018,84.91,329471
TWOU,3/7/2018,85.42,317872
TWOU,5/7/2018,86.4,426541
TWOU,6/7/2018,88.09,354976
TWOU,9/7/2018,88.24,370829
TWOU,10/7/2018,88.35,362168
TWOU,11/7/2018,90.02,490534
TWOU,12/7/2018,93.64,481911
TWOU,13/7/2018,93.59,445368
TWOU,16/7/2018,93.15,344330
TWOU,17/7/2018,93.91,439971
TWOU,18/7/2018,93.16,361272
TWOU,19/7/2018,89.62,1120651
TWOU,20/7/2018,86.59,849055
TWOU,23/7/2018,87.27,451388
TWOU,24/7/2018,84.7,678599
TWOU,25/7/2018,85.99,538729
TWOU,26/7/2018,85.87,331779
TWOU,27/7/2018,79.99,896164
TWOU,30/7/2018,75.44,1105047
TWOU,31/7/2018,75.66,1318224
TWOU,1/8/2018,76.81,853089
TWOU,2/8/2018,80.21,897324
TWOU,3/8/2018,75.67,1483192
TWOU,6/8/2018,78.03,580383
TWOU,7/8/2018,73.49,1186693
TWOU,8/8/2018,72.57,967596
TWOU,9/8/2018,72.11,1232292
TWOU,10/8/2018,72.18,979325
TWOU,13/8/2018,72.13,471268
TWOU,14/8/2018,74.4,977551
TWOU,15/8/2018,75.34,1221558
TWOU,16/8/2018,77.92,1048076
TWOU,17/8/2018,79.06,1024907
TWOU,20/8/2018,80.58,659043
TWOU,21/8/2018,80.94,536205
TWOU,22/8/2018,82.04,306936
TWOU,23/8/2018,82.06,365216
TWOU,24/8/2018,83.2,365876
TWOU,27/8/2018,84.57,379315
TWOU,28/8/2018,85.94,372369
TWOU,29/8/2018,87.3,444052
TWOU,30/8/2018,88.25,500578
TWOU,31/8/2018,89.36,435414
TWOU,4/9/2018,90.03,521868
TWOU,5/9/2018,85.51,998442
TWOU,6/9/2018,83.28,460448
TWOU,7/9/2018,84.03,417861
TWOU,10/9/2018,85.12,566273
TWOU,11/9/2018,86.15,265032
TWOU,12/9/2018,84.0,348650
TWOU,13/9/2018,83.6,344132
TWOU,14/9/2018,83.54,433470
TWOU,17/9/2018,78.95,516782
TWOU,18/9/2018,79.2,365858
TWOU,19/9/2018,77.92,437442
TWOU,20/9/2018,79.13,320308
TWOU,21/9/2018,76.34,813338
TWOU,24/9/2018,77.01,513262
TWOU,25/9/2018,78.04,440295
TWOU,26/9/2018,75.87,333536
TWOU,27/9/2018,75.49,522855
TWOU,28/9/2018,75.19,398142
TWOU,1/10/2018,74.28,501344
TWOU,2/10/2018,72.41,703651
TWOU,3/10/2018,73.33,372163
TWOU,4/10/2018,73.15,815877
TWOU,5/10/2018,72.79,524447
TWOU,8/10/2018,70.11,715743
TWOU,9/10/2018,70.01,521224
TWOU,10/10/2018,66.59,972860
TWOU,11/10/2018,62.85,1197327
TWOU,12/10/2018,64.31,796372
TWOU,15/10/2018,64.82,634804
TWOU,16/10/2018,68.29,551513
TWOU,17/10/2018,66.93,401609
TWOU,18/10/2018,65.18,457720
TWOU,19/10/2018,63.5,496853
TWOU,22/10/2018,64.57,477306
TWOU,23/10/2018,63.54,459394
TWOU,24/10/2018,61.56,506758
TWOU,25/10/2018,62.3,1042345
TWOU,26/10/2018,58.5,587286
TWOU,29/10/2018,59.07,1151028
TWOU,30/10/2018,60.28,597057
TWOU,31/10/2018,62.91,763164
TWOU,1/11/2018,64.16,409270
TWOU,2/11/2018,63.8,398460
TWOU,5/11/2018,63.28,617643
TWOU,6/11/2018,53.42,5700565
TWOU,7/11/2018,57.02,1507874
TWOU,8/11/2018,55.03,816103
TWOU,9/11/2018,54.21,632754
TWOU,12/11/2018,52.51,669446
TWOU,13/11/2018,52.34,590681
TWOU,14/11/2018,51.77,689422
TWOU,15/11/2018,54.4,516321
TWOU,16/11/2018,53.69,611050
TWOU,19/11/2018,50.25,823034
TWOU,20/11/2018,50.56,768278
TWOU,21/11/2018,51.46,333212
TWOU,23/11/2018,51.19,122841
TWOU,26/11/2018,53.32,317037
TWOU,27/11/2018,52.82,913862
TWOU,28/11/2018,57.0,1164310
TWOU,29/11/2018,57.84,641655
TWOU,30/11/2018,58.39,522191
