Date,ADBE,APPF,AVLR,BL,BOX,COUP,CRM,CRWD,DBX,DDOG,DOCU,DOMO,ESTC,EVBG,FIVN,FSLY,HUBS,JCOM,MDLA,MIME,NET,NEWR,NOW,PAYC,PCTY,PD,PFPT,PLAN,PS,PYPL,QLYS,QTWO,RNG,RP,SHOP,SMAR,SQ,TEAM,TENB,TWLO,TWOU,VEEV,WDAY,WORK,ZEN,ZM,ZS,ZUO,OKTA,WIX,WK,YEXT
14/2/2020,379.67001339999996,139.9900055,92.47000122,66.55000305,15.89000034,167.47000119999998,189.9499969,64.84999847,18.53000069,47.02999878,89.41000366,25.05999947,72.61000061,91.87999725,76.58999634,22.95999908,197.77999880000002,97.55999756,30.5,49.02000046,17.75,60.97000122,356.1600037,314.42999269999996,147.6499939,21.29999924,127.15000149999999,62.84999847,18.65999985,122.9899979,92.44000244,87.98000336,242.3899994,61.34999847,531.2199707,50.04000092,81.86000061,154.41999819999998,28.17000008,127.7399979,25.12999916,158.86999509999998,196.9900055,27.98999977,90.48000336,90.94999695,62.11000061,15.97000027,137.03,148.26,47.57,16.12
18/2/2020,378.85000610000003,141.0099945,91.94000244,68.0,16.23999977,169.41999819999998,191.08999630000002,66.04000092,18.38999939,47.08000183,90.76000214,24.77000046,73.19999695,91.83999634,76.94000244,22.79999924,196.97000119999998,96.80999756,30.79999924,49.24000168,17.5,60.72000122,357.48999019999997,318.1600037,147.4499969,21.65999985,126.4800034,62.90000153,19.02000046,122.2699966,92.86000061,87.29000092,245.7299957,61.65999985,536.4099731000001,50.84000015,82.41999817,153.88000490000002,27.89999962,128.1399994,25.17000008,162.0200043,199.38000490000002,27.57999992,90.23999786,96.38999939,63.86000061,16.14999962,137.9,151.74,47.76,16.45
19/2/2020,383.2799988,144.8999939,90.18000031,68.73999786,16.20999908,173.03999330000002,192.86999509999998,66.02999878,18.31999969,47.29999924,91.48999786,25.0,73.55999756,104.20999909999999,78.75,24.20000076,198.52999880000002,97.33999634,30.54000092,48.40000153,18.01000023,60.68000031,357.7200012,324.480011,149.7299957,21.98999977,124.4800034,62.90000153,20.05999947,123.9100037,93.41000366,87.79000092,248.78999330000002,61.95000076,543.210022,50.29000092,85.23999786,152.0500031,28.35000038,128.0599976,24.51000023,163.8899994,197.58000180000002,27.5,90.01999664,103.9300003,65.16999817,16.06999969,139.5,155.24,48.79,16.92
20/2/2020,378.9599915,143.0599976,89.11000061,68.41999817,16.20000076,169.1499939,193.3600006,63.38000107,18.71500015,45.99000168,90.30999756,25.42499924,73.58000183,101.04000090000001,75.12000275,24.59000015,194.2400055,96.22000122,30.68000031,48.16999817,20.29999924,60.84000015,352.94000239999997,310.32998660000004,145.0500031,21.29999924,125.70999909999999,61.59000015,20.34000015,122.4300003,94.31999969,89.12000275,243.75999449999998,61.97999954,535.5800171,49.59999847,85.69999695,148.9799957,28.40999985,126.70999909999999,24.98999977,164.97000119999998,190.5599976,27.48999977,88.30000305,105.29000090000001,65.18000031,16.07999992,138.55,141.68,48.31,16.41
21/2/2020,372.9500122,133.8000031,87.70999908,65.37000275,16.17000008,163.3099976,189.5,60.93000031,22.45000076,45.68000031,88.73000336,26.86000061,72.77999878,104.97000120000001,73.25,23.11000061,185.92999269999999,95.18000031,30.43000031,46.40000153,21.02000046,59.47999954,344.480011,300.39001460000003,138.72000119999998,21.04000092,123.90000149999999,59.86999893,19.18000031,119.4899979,91.63999939,84.76999664,235.9100037,61.18000031,520.6599731000001,48.75,83.48999786,145.92999269999999,27.31999969,123.2699966,24.68499947,159.82000730000001,183.8600006,28.44000053,86.25,101.7600021,54.50999832,15.63000011,133.59,137.31,47.11,16.45
24/2/2020,357.4100037,128.2899933,84.84999847,64.70999908,15.88000011,160.28999330000002,185.9400024,58.08000183,21.76000023,44.95999908,86.37000275,26.95999908,71.30000305,101.79000090000001,72.29000092,20.64999962,180.1000061,93.26999664,29.37999916,45.47000122,19.80999947,58.58000183,333.55999760000003,295.769989,136.52999880000002,20.60000038,121.22000120000001,57.97000122,18.95000076,116.4400024,88.86000061,83.23999786,234.14999390000003,60.81999969,490.9599915,46.68999863,80.20999908,147.1100006,27.19000053,117.9400024,25.21999931,154.0200043,177.1100006,27.92000008,84.23000336,105.0100021,51.86000061,14.98999977,126.8,131.5,44.88,15.98
25/2/2020,347.7999878,125.04000090000001,84.0,63.49000168,15.03999996,159.8999939,181.2700043,57.74000168,20.63999939,44.31000137,83.05999756,24.5,66.15000153,104.4000015,74.02999878,20.51000023,178.83000180000002,90.20999908,27.38999939,43.91999817,20.29000092,56.84000015,329.7200012,288.9100037,133.6600037,19.81999969,116.4800034,57.00999832,18.45000076,109.6600037,83.91999817,79.79000092,235.30999759999997,58.93000031,466.4599915,45.97999954,77.05000305,144.4799957,26.21999931,112.3099976,24.12999916,149.96000669999998,175.47000119999998,26.75,81.30999756,107.08000179999999,50.40999985,14.05000019,122.97,133.69,44.95,15.68
26/2/2020,351.3399963,123.72000120000001,86.61000061,64.23999786,14.97999954,160.16000369999998,178.86999509999998,58.45999908,19.87999916,43.90999985,83.58000183,23.64999962,63.79999924,106.66999820000001,74.05000305,20.69000053,180.8500061,90.13999939,26.14999962,43.02000046,22.11000061,53.81999969,334.269989,291.92001339999996,135.2700043,19.5,116.1399994,58.09000015,18.40999985,109.1100006,81.87999725,77.95999908,234.92999269999996,58.09000015,471.1799927,48.68999863,76.58999634,146.5,25.68000031,112.95999909999999,22.96999931,147.4900055,175.3600006,26.61000061,83.04000092,106.8799973,51.33000183,13.76000023,127.82,132.5,44.97,15.53
27/2/2020,337.519989,118.4400024,82.97000122,62.15000153,15.27999973,153.6900024,172.1499939,57.5,19.32999992,45.88999939,83.20999908,21.98999977,71.93000031,105.54000090000001,71.75,19.61000061,175.66000369999998,87.30999756,25.34000015,40.95999908,21.94000053,54.90000153,320.10000610000003,281.35998539999997,129.5599976,18.59000015,111.0899963,44.02999878,17.25,107.8399963,77.68000031,75.86000061,235.7299957,55.04999924,438.36999510000004,45.54999924,79.30999756,143.0,24.70999908,110.9100037,22.96999931,144.42999269999999,171.1999969,26.21999931,79.91000366,113.5500031,49.74000168,13.14999962,123.83,134.12,43.25,15.04
28/2/2020,345.11999510000004,122.97000120000001,84.75,62.56999969,16.75,149.75,170.3999939,59.63999939,19.55999947,45.15000153,86.30999756,21.09000015,73.86000061,105.6600037,73.02999878,19.79999924,179.4499969,87.33000183,24.80999947,39.59000015,21.29999924,56.25999832,326.0899963,282.64999389999997,129.5200043,20.60000038,106.65000149999999,44.93999863,17.82999992,107.9899979,80.18000031,75.37000275,235.75,64.09999847,463.3099976,46.29999924,83.33000183,144.96000669999998,24.52000046,112.6399994,23.51000023,141.97000119999998,173.25,27.02000046,79.30999756,105.0,51.99000168,13.23999977,128.06,134.03,42.74,15.16
